uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF,publicationDate,release
d1b10a9c-11dc-48be-ab32-b06923897967,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,41,1,51,11.6,223.2,NA,NEON.PLA.D03.DSNY.02032,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,Previously tagged as 1462; tag replaced 20180110,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
6fd49c7a-db87-4495-8e1a-95b4fcefac29,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,40,1,51,21.3,247.1,NA,NEON.PLA.D03.DSNY.00030,NA,NA,NEON.DOC.000987vG,AQUIFO,Aquifoliaceae sp.,family,NA,NA,NA,cf. family,unsupressed. Unable to ID; likely ilex glabra,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
6c83ac4d-8a4d-4c3a-b7c1-d3e22d68774d,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,32,4,51,11.5,183.9,NA,NEON.PLA.D03.DSNY.00037,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,unsupressed,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
e6f0c483-fe98-436d-8e6e-78740b0fc71b,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,41,4,33,19.2,355.1,NA,NEON.PLA.D03.DSNY.00033,NA,NA,NEON.DOC.000987vG,LYONI,Lyonia sp.,genus,NA,RedAngelDust_2018,NA,NA,unsupressed;no transciption error,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
21fa8afd-f5b1-410d-9c1f-fe9c2eebbce0,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,40,1,51,20.6,248.8,NA,NEON.PLA.D03.DSNY.00031,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,unsupressed,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
6d80db8c-36bd-44f1-87ee-5d2921d382d1,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,40,1,51,21.2,246.3,NA,NEON.PLA.D03.DSNY.00032,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,unsupressed,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
4a76f3d1-c978-4022-a540-b09e21d46343,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,40,1,51,20.6,247.3,NA,NEON.PLA.D03.DSNY.00029,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,unsupressed; no transcription error,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
b5db668b-73fc-48b2-9728-099a21b4fccd,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,31,4,33,14.7,306.1,NA,NEON.PLA.D03.DSNY.02455,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,Previously tag 1448 replaced in field 20180105.,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
f267d5e2-8f67-4c7c-8556-ec2306614932,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,40,1,51,19.4,250.8,NA,NEON.PLA.D03.DSNY.00485,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
d2c951e2-5e7c-4b5d-8ccb-aa36a6b5fc56,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,31,1,31,2.3,10.4,NA,NEON.PLA.D03.DSNY.02402,NA,NA,NEON.DOC.000987vE,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,Previously a duplicate tag 1450 replaced 20180104.,smatlick@battelleecology.org,ebaldwin@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
e876a782-81f1-413f-9bab-8dacb5ce893b,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,41,1,51,12,231.4,NA,NEON.PLA.D03.DSNY.00495,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
a8c40835-bfe3-48e2-b392-5730127760b3,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,31,4,33,14.4,297.2,NA,NEON.PLA.D03.DSNY.02440,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
cf255b3b-fd24-4329-8683-55ce40093ca0,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,32,2,NA,NA,NA,NA,NEON.PLA.D03.DSNY.02065,NA,NA,NEON.DOC.000987vG,LYLU3,Lyonia lucida (Lam.) K. Koch,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
ca81d803-5b8d-4914-804e-79c6e8f0d8af,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,41,1,51,12,229,NA,NEON.PLA.D03.DSNY.00494,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
d238264b-90aa-4263-acb5-2d2e187d1c13,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,40,3,51,16.9,266.5,NA,NEON.PLA.D03.DSNY.00467,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
e46ec567-0c83-4b3d-9fad-96c9070cdeff,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,32,2,51,17.2,189.7,NA,NEON.PLA.D03.DSNY.02467,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,Previously tag 1466 replaced in field 20180109.,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
d46ce1d5-ef3e-4364-85b9-31a7663f3792,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,32,2,51,16.5,184.3,NA,NEON.PLA.D03.DSNY.02473,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,Previously tag 1456 replaced in field 20180109.,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
723a01e5-1152-40b0-87a4-95d44f19c662,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,41,1,51,12.1,220.7,NA,NEON.PLA.D03.DSNY.02028,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
81b471ae-9bc6-4ba9-b8c5-7ea0755d0ae7,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,32,4,51,10.9,183.3,NA,NEON.PLA.D03.DSNY.02477,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
975d913e-3a1f-4809-b0fd-dbc07587e125,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,40,1,51,20.3,253.5,NA,NEON.PLA.D03.DSNY.02493,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
b27e0e00-7df0-45a6-aacd-4f1b71c05b20,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,31,1,31,2.7,42,NA,NEON.PLA.D03.DSNY.02411,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,Previously duplicate tag 1445 replaced in field 20180104.,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
a685c17f-21dd-4204-8f0e-fefb86c420ef,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,32,4,51,11.7,193.8,NA,NEON.PLA.D03.DSNY.02490,NA,NA,NEON.DOC.000987vG,LYLU3,Lyonia lucida (Lam.) K. Koch,species,NA,NA,NA,NA,Previously tag 1440 replaced in field 20180109.,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
f19ecb88-3c4e-4504-b01d-e0fb5a427d76,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,41,4,33,19.5,350.9,NA,NEON.PLA.D03.DSNY.02049,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
21d6e0cd-3fb3-4086-bf96-2b6f867879cb,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,41,1,51,10.5,220.9,NA,NEON.PLA.D03.DSNY.02023,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
2cac7ebb-ae4a-4ad2-bf28-56e1b01363c5,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,40,3,51,18.6,268.1,NA,NEON.PLA.D03.DSNY.00482,NA,NA,NEON.DOC.000987vG,LYLU3,Lyonia lucida (Lam.) K. Koch,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
f7ebcc3a-5361-4685-84d0-89f2a5883f67,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,31,4,33,14,312,NA,NEON.PLA.D03.DSNY.02430,NA,NA,NEON.DOC.000987vD,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
93c9d02c-0131-424d-95f0-702fc265b398,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,40,3,51,18.7,262,NA,NEON.PLA.D03.DSNY.02010,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
8396065a-530f-4d69-8843-026db21e559c,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,31,1,31,2.2,36.1,NA,NEON.PLA.D03.DSNY.02414,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,Unclear whether alive or dead in field 20180104.,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
577d8540-c1e6-4dac-b171-d187168dbae8,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,31,1,31,3.6,45.7,NA,NEON.PLA.D03.DSNY.02427,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
5f8c7a3b-e479-4002-987c-a4d9b24a15f0,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,31,4,33,15.1,309.2,NA,NEON.PLA.D03.DSNY.02448,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
db7d8cd4-6b1f-4fec-a153-2b3de33296b7,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,41,1,51,11.7,219.7,NA,NEON.PLA.D03.DSNY.02027,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,Previously tagged as 1432; tag replaced 20180110,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
cbdedcf7-825e-4968-9799-c422101d2a15,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,31,1,31,2.4,11.8,NA,NEON.PLA.D03.DSNY.02403,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,ebaldwin@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
376dbd7b-abba-4ace-a8bb-53b4947872db,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,31,1,31,2.4,32.1,NA,NEON.PLA.D03.DSNY.02412,NA,NA,NEON.DOC.000987vG,ILGL,Ilex glabra (L.) A. Gray,species,NA,NA,NA,NA,Previously duplicate tag 1463 replaced in field 20180104.,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
5cf17b43-20bd-4e26-86f5-7ea6e011e4d4,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,40,3,51,18,262.5,NA,NEON.PLA.D03.DSNY.02012,NA,NA,NEON.DOC.000987vG,LYLU3,Lyonia lucida (Lam.) K. Koch,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
728d49c9-0d7d-447e-a5da-367125b7183c,DSNY_004.basePlot.vst,2018-01-04T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_004,32,4,51,11.2,184.8,NA,NEON.PLA.D03.DSNY.02478,NA,NA,NEON.DOC.000987vG,LYLU3,Lyonia lucida (Lam.) K. Koch,species,NA,NA,NA,NA,NA,smatlick@battelleecology.org,jmiller@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
3a4fc3af-f33e-4011-a6da-8160cd048981,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,19.5,252.4,NA,NEON.PLA.D03.DSNY.02204,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag associated with Living non qualifying stem,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
c8715bbf-ccff-4e40-9dc9-75c1bf4156ad,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,41,NA,49,17.4,99.8,NA,NEON.PLA.D03.DSNY.02218,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
2d1518e2-f566-428b-828b-b186e9e521c6,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,41,NA,51,9,234.6,NA,NEON.PLA.D03.DSNY.02209,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
c0a54d67-7058-49bf-a094-8a8406f9e61e,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,41,NA,49,15,92.6,NA,NEON.PLA.D03.DSNY.02214,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
ea9488c5-8fdf-4850-85f7-7ecc6600bc1a,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,41,NA,49,14.7,93.8,NA,NEON.PLA.D03.DSNY.02213,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
8116a10f-0ac5-4013-8796-1f4f9721b10f,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,12.6,244.1,NA,NEON.PLA.D03.DSNY.02147,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
a6a8cbd5-dfd8-44fb-8d35-477360f39377,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,19.6,257,NA,NEON.PLA.D03.DSNY.02205,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,Tag associated with Living non qualifying stem,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
49303d82-6052-4c3d-828f-e1b98c3ffbbf,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,14,258.7,NA,NEON.PLA.D03.DSNY.02150,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
37b37473-8aab-433c-bf11-bc42c2a3c841,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,12.6,256.9,NA,NEON.PLA.D03.DSNY.02149,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
ea714424-8143-4abe-861d-009eeadabb55,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,9.9,266.6,NA,NEON.PLA.D03.DSNY.02140,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
28d428a4-aa21-46a1-a0d6-f11cd97f5abf,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,41,NA,51,9.5,181.5,NA,NEON.PLA.D03.DSNY.02219,NA,NA,NEON.DOC.000987vG,QUERC,Quercus sp.,genus,NA,quailOak_2017,NA,NA,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
81807e3b-9fb1-41eb-91df-a2789f759f11,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,11.4,251.2,NA,NEON.PLA.D03.DSNY.02143,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
b7a5a814-477a-4706-9762-3402ed51be1e,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,18,260.8,NA,NEON.PLA.D03.DSNY.02208,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag associated with Living non qualifying stem,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
4baeeb79-92cc-45fe-9d3d-327da6b356fe,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,41,NA,49,17.4,101.9,NA,NEON.PLA.D03.DSNY.02217,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
d15e2df8-8b1f-4735-96d0-72d97b3a3812,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,12.9,241.2,NA,NEON.PLA.D03.DSNY.02146,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
72211b34-1cc5-4050-ac25-e1a221df54eb,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,12,240.4,NA,NEON.PLA.D03.DSNY.02144,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
36b99fa1-0ab5-4664-a0d2-d8163b177bf9,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,41,NA,49,16.8,92,NA,NEON.PLA.D03.DSNY.02215,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
ba831509-1f20-48b5-ad3b-21824a411512,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,18.9,252.7,NA,NEON.PLA.D03.DSNY.02203,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag associated with Living non qualifying stem,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
54e2bba5-d9a2-4cf6-885d-904e45f3e01e,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,10.6,249.7,NA,NEON.PLA.D03.DSNY.02141,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
e83f2510-3135-4044-b32a-a064a4bb6ea2,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,41,NA,51,9.8,241.8,NA,NEON.PLA.D03.DSNY.02210,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
d2ac71b9-ffc9-460b-9dcb-b4244172cb3d,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,18.2,254.5,NA,NEON.PLA.D03.DSNY.02206,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag associated with Living non qualifying stem,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
593cc5af-9202-428a-a579-58886a93068e,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,17,259.6,NA,NEON.PLA.D03.DSNY.02207,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag associated with Living non qualifying stem,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
72fea472-f273-4817-8936-58d602567def,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,41,NA,49,16.4,94.2,NA,NEON.PLA.D03.DSNY.02216,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
14d35842-fb90-4ebe-a4ae-e486b9aa330c,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2018,D03,DSNY,DSNY_001,31,NA,31,5.4,45.3,NA,NEON.PLA.D03.DSNY.00822Z,NA,NA,NEON.DOC.000987vG,SERE2,Serenoa repens (W. Bartram) Small,species,NA,NA,NA,NA,NA,Avazquez@battelleecology.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
9db1e3c8-cd1f-417c-b2fb-99c3df5b2ad7,DSNY_001.basePlot.vst,2018-01-05T00:00:00Z,vst_DSNY_2017,D03,DSNY,DSNY_001,40,NA,51,13.9,246.9,NA,NEON.PLA.D03.DSNY.02148,NA,NA,NEON.DOC.000987vG,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,cf. species,NA,dbyerley@field-ops.org,jlewis@battelleecology.org,NA,20210114T174429Z,RELEASE-2021
